MPN,Price_Qty,Unit_Price,MFG_Name,Supplier_Name,MFG_Lead_Time,On_Hand_Stock,Stock_Per_Price_Break,Packaging_Type,Date_Code,COO,MOQ,Currency,Main_Category,Distributor_Block,Disti_Part_Number,Region,scrape_time
SA1576UBTLR,300000,$0.0218,ROHM Semiconductor,DigiKey,18 weeks,76450,76450,Reel,,,1,USD,Transistors,DigiKey,2SA1576UBTLRCT-ND,,2026-01-17 11:55
SA1576UBTLR,150000,$0.0234,ROHM Semiconductor,DigiKey,18 weeks,76450,76450,Reel,,,1,USD,Transistors,DigiKey,2SA1576UBTLRCT-ND,,2026-01-17 11:55
SA1576UBTLR,75000,$0.0254,ROHM Semiconductor,DigiKey,18 weeks,76450,76450,Reel,,,1,USD,Transistors,DigiKey,2SA1576UBTLRCT-ND,,2026-01-17 11:55
SA1576UBTLR,1,$0.2000,ROHM Semiconductor,Mouser Electronics,,5507,5507,,,,,USD,Transistors,Mouser Electronics,755-2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,10,$0.1230,ROHM Semiconductor,Mouser Electronics,,5507,5507,,,,,USD,Transistors,Mouser Electronics,755-2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,100,$0.0770,ROHM Semiconductor,Mouser Electronics,,5507,5507,,,,,USD,Transistors,Mouser Electronics,755-2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,,,ROHM Semiconductor,TTI Asia,,0,0,,,,,,Transistors,TTI Asia,2SA1576UBTLR,Asia,2026-01-17 11:55
SA1576UBTLR,,,ROHM Semiconductor,DigiKey,,76450,76450,,,,,,Transistors,DigiKey,2SA1576UBTLRCT-ND,,2026-01-17 11:55
SA1576UBTLR,3000,$0.0245,ROHM Semiconductor,TTI,,0,0,Reel,,,3000,USD,Transistors,TTI,2SA1576UBTLR,Americas,2026-01-17 11:55
SA1576UBTLR,6000,$0.0242,ROHM Semiconductor,TTI,,0,0,Reel,,,3000,USD,Transistors,TTI,2SA1576UBTLR,Americas,2026-01-17 11:55
SA1576UBTLR,9000,$0.0238,ROHM Semiconductor,TTI,,0,0,Reel,,,3000,USD,Transistors,TTI,2SA1576UBTLR,Americas,2026-01-17 11:55
SA1576UBTLR,24000,$0.0234,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,9000,$0.0258,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,6000,$0.0271,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,2SA1576UBTLR,,2026-01-17 11:55
SA1576UBTLR,23,$0.2250,ROHM Semiconductor,Bristol Electronics,,50,50,,,,23,USD,Transistors,Bristol Electronics,,,2026-01-17 11:55
T9-611P-8A,,,Schurter Electronic Components,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-17 11:55
T9-611P-8A,1,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,10,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,25,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,1000,$1.9203,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,500,$1.9684,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,250,$2.0235,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,500,$1.7900,Schurter Electronic Components,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
T9-611P-8A,100,$1.8200,Schurter Electronic Components,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
T9-611P-8A,1,$2.6200,Schurter Electronic Components,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
T9-611P-8A,,,Schurter Electronic Components,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-17 11:55
T9-611P-8A,108,$1.3132,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
T9-611P-8A,33,$1.4070,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
T9-611P-8A,1,$3.7520,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
VFLGA-64,,,Microchip Technology Inc,DigiKey,,18,18,,,,,,Signal Circuits,DigiKey,4193-VFL2G682YE108-ND,,2026-01-17 11:55
VFLGA-64,,,Microchip Technology Inc,element14,,6,6,,,,,,Signal Circuits,element14,2415037,,2026-01-17 11:55
VFLGA-64,20,$6.1240,Microchip Technology Inc,Verical,,105,105,,,,12,USD,Signal Circuits,Verical,77370100,Americas,2026-01-17 11:55
VFLGA-64,12,$6.9612,Microchip Technology Inc,Verical,,105,105,,,,12,USD,Signal Circuits,Verical,77370100,Americas,2026-01-17 11:55
VFLGA-64,20,$4.6200,Microchip Technology Inc,TME,,105,105,,,,1,USD,Signal Circuits,TME,VFL16G,,2026-01-17 11:55
VFLGA-64,5,$5.2800,Microchip Technology Inc,TME,,105,105,,,,1,USD,Signal Circuits,TME,VFL16G,,2026-01-17 11:55
VFLGA-64,1,$5.9300,Microchip Technology Inc,TME,,105,105,,,,1,USD,Signal Circuits,TME,VFL16G,,2026-01-17 11:55
1KS190-176GG,1,₹344.3500,Advanced Interconnections Corp,element14 Asia-Pacific,,213,213,Each,,Denmark,1,INR,Sockets,element14 Asia-Pacific,2280405,,2026-01-17 11:55
1KS190-176GG,10,₹221.1700,Advanced Interconnections Corp,element14 Asia-Pacific,,213,213,Each,,Denmark,1,INR,Sockets,element14 Asia-Pacific,2280405,,2026-01-17 11:55
1KS190-176GG,25,₹216.7500,Advanced Interconnections Corp,element14 Asia-Pacific,,213,213,Each,,Denmark,1,INR,Sockets,element14 Asia-Pacific,2280405,,2026-01-17 11:55
1KS190-176GG,1000,$3.3219,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-17 11:55
1KS190-176GG,500,$3.4226,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-17 11:55
1KS190-176GG,300,$3.4988,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-17 11:55
1KS190-176GG,1,$5.2400,Advanced Interconnections Corp,Mouser Electronics,,1200,1200,,,,,USD,Sockets,Mouser Electronics,642-1KS1116,,2026-01-17 11:55
1KS190-176GG,2000,$3.7100,Advanced Interconnections Corp,Mouser Electronics,,1200,1200,,,,,USD,Sockets,Mouser Electronics,642-1KS1116,,2026-01-17 11:55
1KS190-176GG,,,Advanced Interconnections Corp,DigiKey,,1826,1826,,,,,,Sockets,DigiKey,679-3950-ND,,2026-01-17 11:55
1KS190-176GG,5000,$2.2600,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
1KS190-176GG,2500,$2.4300,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
1KS190-176GG,1000,$2.6200,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
1KS190-176GG,1000,$1.8500,Advanced Interconnections Corp,TME,,0,0,,,,1000,USD,Sockets,TME,MEC1KS1116,,2026-01-17 11:55
1KS190-176GG,5000,$2.2600,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-17 11:55
1KS190-176GG,2500,$2.4300,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-17 11:55
1KS190-176GG,1000,$2.6200,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,15000,$0.3125,Central Components Manufacturing,DigiKey,16 weeks,580,580,Reel,,,1,USD,Switches,DigiKey,3442-SWPA6045S4R7MTCT-ND,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,10500,$0.3164,Central Components Manufacturing,DigiKey,16 weeks,580,580,Reel,,,1,USD,Switches,DigiKey,3442-SWPA6045S4R7MTCT-ND,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,7500,$0.3255,Central Components Manufacturing,DigiKey,16 weeks,580,580,Reel,,,1,USD,Switches,DigiKey,3442-SWPA6045S4R7MTCT-ND,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,4801,$0.2750,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,2463,$0.3125,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,1,$1.2500,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,2830,$0.4545,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,1321,$0.5303,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,1,$1.5150,Central Components Manufacturing,Quest Components,,4800,4800,,,,,USD,Switches,Quest Components,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,1468,$0.2438,Central Components Manufacturing,Bristol Electronics,,7389,7389,,,,6,USD,Switches,Bristol Electronics,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,618,$0.2625,Central Components Manufacturing,Bristol Electronics,,7389,7389,,,,6,USD,Switches,Bristol Electronics,,,2026-01-17 11:55
SWT-M-44-A5-B7-T6-GSGS-HW,286,$0.3000,Central Components Manufacturing,Bristol Electronics,,7389,7389,,,,6,USD,Switches,Bristol Electronics,,,2026-01-17 11:55
XDSO-N13,4,$413.0000,Microchip Technology Inc,TME,,9,9,,,,1,USD,Signal Circuits,TME,XDS3102,,2026-01-17 11:55
XDSO-N13,1,$443.0000,Microchip Technology Inc,TME,,9,9,,,,1,USD,Signal Circuits,TME,XDS3102,,2026-01-17 11:55
XDSO-N13,3,$472.0000,Microchip Technology Inc,TME,,3,3,,,,1,USD,Signal Circuits,TME,XDS3102,,2026-01-17 11:55
XDSO-N13,1,$506.0000,Microchip Technology Inc,TME,,3,3,,,,1,USD,Signal Circuits,TME,XDS3102,,2026-01-17 11:55
XDSO-N13,3,$698.6500,Microchip Technology Inc,TME,,1,1,,,,1,USD,Signal Circuits,TME,XDS3102A,,2026-01-17 11:55
XDSO-N13,1,$717.0000,Microchip Technology Inc,TME,,1,1,,,,1,USD,Signal Circuits,TME,XDS3102A,,2026-01-17 11:55
XDSO-N13,3,$704.0000,Microchip Technology Inc,TME,,1,1,,,,1,USD,Signal Circuits,TME,XDS3102A,,2026-01-17 11:55
XDSO-N13,1,$755.0000,Microchip Technology Inc,TME,,1,1,,,,1,USD,Signal Circuits,TME,XDS3102A,,2026-01-17 11:55
DTC123YCAT116,,,ROHM Semiconductor,Verical BNL,,11458,11458,,,,,,Transistors,Verical BNL,65206057,,2026-01-17 11:55
DTC123YCAT116,,,ROHM Semiconductor,element14,,2199,2199,,,,,,Transistors,element14,2948596,,2026-01-17 11:55
DTC123YCAT116,500,₹6.5400,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Reel,,Thailand,500,INR,Transistors,element14 Asia-Pacific,2948596RL,,2026-01-17 11:55
DTC123YCAT116,1000,₹4.8200,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Reel,,Thailand,500,INR,Transistors,element14 Asia-Pacific,2948596RL,,2026-01-17 11:55
DTC123YCAT116,5000,₹2.8900,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Reel,,Thailand,500,INR,Transistors,element14 Asia-Pacific,2948596RL,,2026-01-17 11:55
DTC123YCAT116,5,₹20.8400,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Tape,,Thailand,5,INR,Transistors,element14 Asia-Pacific,2948596,,2026-01-17 11:55
DTC123YCAT116,10,₹12.6000,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Tape,,Thailand,5,INR,Transistors,element14 Asia-Pacific,2948596,,2026-01-17 11:55
DTC123YCAT116,100,₹10.5200,ROHM Semiconductor,element14 Asia-Pacific,,2199,2199,Tape,,Thailand,5,INR,Transistors,element14 Asia-Pacific,2948596,,2026-01-17 11:55
DTC123YCAT116,300000,$0.0251,ROHM Semiconductor,DigiKey,18 weeks,26,26,Reel,,,1,USD,Transistors,DigiKey,DTC123YCAT116CT-ND,,2026-01-17 11:55
DTC123YCAT116,150000,$0.0270,ROHM Semiconductor,DigiKey,18 weeks,26,26,Reel,,,1,USD,Transistors,DigiKey,DTC123YCAT116CT-ND,,2026-01-17 11:55
DTC123YCAT116,75000,$0.0291,ROHM Semiconductor,DigiKey,18 weeks,26,26,Reel,,,1,USD,Transistors,DigiKey,DTC123YCAT116CT-ND,,2026-01-17 11:55
DTC123YCAT116,,,ROHM Semiconductor,Avnet Asia,24 weeks,0,0,,,,3000,,Transistors,Avnet Asia,DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,,,ROHM Semiconductor,Verical BNL,,11458,11458,,,,,,Transistors,Verical BNL,65206057,,2026-01-17 11:55
DTC123YCAT116,1,$0.2300,ROHM Semiconductor,Mouser Electronics,,5574,5574,,,,,USD,Transistors,Mouser Electronics,755-DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,10,$0.1390,ROHM Semiconductor,Mouser Electronics,,5574,5574,,,,,USD,Transistors,Mouser Electronics,755-DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,100,$0.1160,ROHM Semiconductor,Mouser Electronics,,5574,5574,,,,,USD,Transistors,Mouser Electronics,755-DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,10000,$0.0673,ROHM Semiconductor,Verical,,11458,11458,,2201,,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,5000,$0.0690,ROHM Semiconductor,Verical,,11458,11458,,2201,,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,2500,$0.0709,ROHM Semiconductor,Verical,,11458,11458,,2201,,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,1525,$0.2250,ROHM Semiconductor,Verical,,5900,5900,,2418,,1525,USD,Transistors,Verical,82120233,Americas,2026-01-17 11:55
DTC123YCAT116,30000,$0.0273,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,21000,$0.0283,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,9000,$0.0308,ROHM Semiconductor,TME,,0,0,,,,1,USD,Transistors,TME,DTC123YCAT116,,2026-01-17 11:55
DTC123YCAT116,3176,$0.0840,ROHM Semiconductor,Quest Components,,9166,9166,,,,,USD,Transistors,Quest Components,,,2026-01-17 11:55
DTC123YCAT116,266,$0.1260,ROHM Semiconductor,Quest Components,,9166,9166,,,,,USD,Transistors,Quest Components,,,2026-01-17 11:55
DTC123YCAT116,1,$0.4200,ROHM Semiconductor,Quest Components,,9166,9166,,,,,USD,Transistors,Quest Components,,,2026-01-17 11:55
DTC123YCAT116,10000,$0.0673,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,5000,$0.0690,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,2500,$0.0709,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,1525,$0.2250,ROHM Semiconductor,Verical,,5900,5900,,2418,,1525,USD,Transistors,Verical,82120233,Americas,2026-01-17 11:55
DTC123YCAT116,10000,$0.0673,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,5000,$0.0690,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,2500,$0.0709,ROHM Semiconductor,Verical,,11458,11458,,2201,Thailand,1000,USD,Transistors,Verical,65206057,Americas,2026-01-17 11:55
DTC123YCAT116,1525,$0.2250,ROHM Semiconductor,Verical,,5900,5900,,2418,,1525,USD,Transistors,Verical,82120233,Americas,2026-01-17 11:55
T9-611P-8A,,,Parametric Search,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-17 11:55
T9-611P-8A,1,$1.4900,Parametric Search,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,10,$1.4900,Parametric Search,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,25,$1.4900,Parametric Search,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-17 11:55
T9-611P-8A,1000,$1.9203,Parametric Search,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,500,$1.9684,Parametric Search,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,250,$2.0235,Parametric Search,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-17 11:55
T9-611P-8A,108,$1.3132,Parametric Search,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
T9-611P-8A,33,$1.4070,Parametric Search,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
T9-611P-8A,1,$3.7520,Parametric Search,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-17 11:55
T9-611P-8A,,,Parametric Search,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-17 11:55
T9-611P-8A,500,$1.7900,Parametric Search,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
T9-611P-8A,100,$1.8200,Parametric Search,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
T9-611P-8A,1,$2.6200,Parametric Search,TME,,381,381,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-17 11:55
RDS640-150GT,,,Advanced Interconnections Corp,DigiKey,,495,495,,,,,,Sockets,DigiKey,2223-RDS6-16S-1065-D-ND,,2026-01-17 11:55
RDS640-150GT,,,Advanced Interconnections Corp,element14,,1,1,,,,,,Sockets,element14,4296236,,2026-01-17 11:55
RDS640-150GT,500,$1.4231,Advanced Interconnections Corp,DigiKey,10 weeks,0,0,Tube,,,500,USD,Sockets,DigiKey,2223-RDS6-4S-1065-D-ND,,2026-01-17 11:55
RDS640-150GT,1,$1.6500,Advanced Interconnections Corp,Mouser Electronics,,0,0,,,,,USD,Sockets,Mouser Electronics,179-RDS64S1065D,,2026-01-17 11:55
RDS640-150GT,10,$1.6200,Advanced Interconnections Corp,Mouser Electronics,,0,0,,,,,USD,Sockets,Mouser Electronics,179-RDS64S1065D,,2026-01-17 11:55
RDS640-150GT,50,$1.4800,Advanced Interconnections Corp,Mouser Electronics,,0,0,,,,,USD,Sockets,Mouser Electronics,179-RDS64S1065D,,2026-01-17 11:55
RDS640-150GT,10000,$1.0900,Advanced Interconnections Corp,Onlinecomponentscom,,0,0,,,South Korea,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
RDS640-150GT,7500,$1.1100,Advanced Interconnections Corp,Onlinecomponentscom,,0,0,,,South Korea,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
RDS640-150GT,5000,$1.1300,Advanced Interconnections Corp,Onlinecomponentscom,,0,0,,,South Korea,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
RDS640-150GT,10000,$1.2100,Advanced Interconnections Corp,Onlinecomponentscom,,0,0,,,South Korea,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
RDS640-150GT,7500,$1.2300,Advanced Interconnections Corp,Onlinecomponentscom,,0,0,,,South Korea,,USD,Sockets,Onlinecomponents.com,,,2026-01-17 11:55
